id,comment,score,polarity,created_at,updated_at
161,ตรวจงานเช้าไปหน่อยครับแก้งานไม่ทัน55555,75,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
162,สอนดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
163,"อาจารย์สอนดีมากๆค่ะ ไม่เข้าใจตรงไหนถามได้ แล้วเดินเข้ามาอธิบายให้ฟังอีกรอบแบบไม่บ่นเลยค่ะ สอนแบบเข้าใจมากด้วยสามารถเอาไปใช้ในชีวิตประจำวันได้",88.89,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
164,"เรียนกับอาจารย์สนุกดีค่ะ มีวิดิโอย้อนหลังให้ด้วย เป็นกำลังใจให้อาจารย์สอนต่อไปนะค่ะ<3",85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
165,"อาจารย์สอนดีมากครับ เวลานักศึกษาไม่เข้าใจ ก็เดินสอนอย่างทั่วถึงครับ",62.5,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
166,"อยากให้อุปกรใน มหาวิทยาลัย ดีกว่านี้",75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
167,"ไม่มีข้อเสนอแนะครับ เพราะอาจารย์สอนดีครับแล้วเข้าใจง่าย",85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
168,สอนเข้าใจดี,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
169,อาจารย์น่ารักและตามงานเด็กสนใจเด็กเป็นอย่างมากค่ะให้คำแนะนำได้ดีค่ะ,96,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
170,"อาจารย์ใจดี ช่วยสอนนศ.ถ้านศไม่เข้าใจในห้อง",60,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
171,"อาจารย์สอนเข้าใจดีเลยครับ อุปกรณ์การสอนครบถ้วนน",85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
172,สอนไวไป,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
173,"อาจารย์ตั้งใจสอน และใจดีมากๆค่ะ",80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
174,"อาจารย์สอนเข้าใจให้งานไวแล้วก็พูดดีมากๆด้วยค่ะ เนื้อหาครบ แต่อยากให้อาจารย์พูดลดความเร็วตอนสอนลงนิดนึงค่ะ ขอบคุณค่ะอาจารย์สำหรับเทอมนี้ ขอ A ทีนะคะ",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
175,ครูผู้สอนใจดีมากไม่เข้าใจตรงไหนถามได้ตลอด,60,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
176,"อาจารย์ใจดีมากค่ะ หนูอยากเรียนกับอาจารย์อีกนะคะ",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
177,"สอนดีมากค่าาา เข้าใจละเอียดยิบ ไม่ดุ",95.24,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
178,อาจารย์น่ารักมากครับ,80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
179,"อาจารย์สอนดีมากค่ะ ขอโทษที่ขาดเรียนบ่อยนะคะ",90.91,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
180,ขอบคุณอาจารย์ที่สอนมาอย่างดีครับผม,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
181,"อาจารย์สอนเข้าใจดีค่ะ แต่อาจารย์พูดเร็วเกิน รอนักศึกษาก่อน555",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
182,"สุดติ่งกระดิ่งแมว โอ้โหเฮะ",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
183,สอนได้เยี่ยมมากๆ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
184,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
185,"อาจารย์สอนเร็วมากๆ นักศึกษาเรียนตามไม่ทัน แล้วแล็คเซอร์ไม่ทัน ทำให้เกิดผลสอบน้อยกว่าเกณฑ์",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
186,"สอนเข้าใจง่าย แสอนเข้าใจง่าย แต่เวลาออกข้อสอบยากมากมากคะ อยากให้อาจารย์ออกง่ายกว่านี้นิดหนึ่ง #อาจารย์น่ารัก",91.43,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
187,สอนดีค่ะ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
188,ชอบอาจารย์สอนดีค่ะ,90,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
189,"สอนแน่นมากค่ะ ตรงเวลาเป๊ะๆ",80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
190,อยากให้อาจารย์รับความคิดเห็นของนักศึกษาบ้างค่ะ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
191,"อาจารย์สอนดีมากค่ะ ทำให้เข้าใจอะไรที่เราไม่รู้มากขึ้น",90.91,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
192,"อาจารย์ก็สอนดีนะคะ แต่บางครั้งอาจารย์ให้นักศึกษารอแล้วจะมาบอกที่หลังอย่างนี่พอนักศึกษามาถามอาจารย์กลับว่าให้นักศึกษาใช่หรอคะ บางครั้งอาจารย์ก็สอนเร็วเกินไปจนนักศึกษาตามไม่ทัน อย่างคลาสสุดท้ายที่อาจารย์กลัวสอนพวกหนูไม่ทันนั้นอึกเป็นความผิดของอาจารย์หรือเปล่าที่อีกอาทิตย์อาจารย์ไม่มาสอนเองแล้วยังจะมาเร่งนักศึกษาอีกใช่หรอค่ะ",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
193,สอนดีมาก,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
194,"ไม่มีการอนุโลมให้นักศึกษา บางครั้งส่งงานช้านิดหน่อย(แต่ไม่ได้ช้าจนน่าเกลียด)ก็หักคะแนน หรือบางครั้งก็ไม่รับส่งงานจากนักศึกษาเลย แต่เข้าสอนและเลิกสอนตรงตามเวลาดีมาก",54.55,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
195,อยากให้อาจารย์พูดช้าลงกว่านี้นิดหน่อย,80,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
196,"แอร์ที่ห้องเรียนร้อนทุกสัปดาห์ อยากให้ปรับปรุง",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
197,อาจารย์ควรมีไมค์นะคะ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
198,"อาจารย์ใจดีคะ ถ้าใครไม่เข้าใจอาจารย์ก็จะอธิบายให้เข้าใจมากขึ้น มีแบบฝึกหัดมากให้ทำเสมอ มีสื่อประกอบการเรียนเสมอ ได้ทำแบบฝึกหัดตามอาจารย์ไปพร้อมกันซึ่งสามารถนำไปใช้ในชีวิตประจำวันได้ด้วยคะ",57.14,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
199,แอร์ร้อนมากกก,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
200,อาจารย์สอนบางทีไม่ค่อยเข้าใจคะอาจารย์ชอบพูดไวตามไม่ค่อยทันคะ,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
201,"อาจารย์สอนสนุกมากเข้าใจง่าย แต่อยากให้อาจารย์ช้าลงนิดนึงเพราะเป็นวิชาคอม ต้องปฏิบัติตลอด",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
202,อยากให้ลดความเร็วในการสอนและทวนการเรียนอีกครั้ง,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
203,ขอบคุณที่เข้าใจนักศึกษา,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
204,อาจารย์สอนดีเข้าใจง่าย,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
205,"อยากให้อาจารย์สอนช้าลงนิดนึง สอนเนื้อหาปฏิบัติให้ง่ายขึ้น ขยายระยะเวลาในการส่งงาน หรือลดจำนวนงานลง",66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
206,สอนเร็วไป,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
207,ขอบคุณครับอาจารย์,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
208,นำไปปรับใช้ได้จริงนอกชั้นเรียน,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
209,"อาจารย์ให้คำแนะนำดีมากครับ ชอบที่อาจารย์เข้าใจนักศึกษาอยากให้มีอาจารย์ที่มีความคิดแบบอาจารย์เยอะๆจังครับชอบการสอนของอาจารย์ด้วยครับ",97.3,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
210,อาจารย์สอนดีแต่สอนไวไปในบางที,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
211,อยากให้อาจารย์ออกสูตรเกี่ยวกับข้อเขียนลดลงหน่อยค่ะ,66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
212,"อาจารย์สอนเข้าใจง่าย และยืดหยุ่นกับนักศึกษาถ้าเกิดเหตุนักศึกษาส่วนใหญ่ไม่สามารถออนไซต์ได้ก็ยืดหยุ่นให้ออนไลน์ได้ซึ่งดีมากๆค่ะ",80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
213,"อาจารย์สอนเร็วบ้างในบางเนื้อหา ตามไม่ทัน",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
214,อาจารย์สอนดีมากค่ะ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
215,"ใช้คำพูดไม่เหมาะสม สอนรู้เรื่องบางไม่รู้เรื่องบาง การที่ให้เรียนออนไลน์เสาร์อาทิตย์ซึ่งบางคนไม่มีเวลาเพราะต้องทำงานเสริมลาไม่ได้ ให้สอบ2ทุ่ม?วันเสาร์อาทิตย์ บางคนเขาทำงานแล้งไม่มีมีเวลาทำ แทนที่จะให้ทำในคลาสเรียน สั่งงานไม่นึกถึงนักศึกษา เพราะงานที่เขาสั่งต้องใช้คอมหรือไอแพตซึ่งบางคนไม่มีเลยไม่ได้ทำส่งเลยเสียคะแนนไปเปล่าๆ การใช้โทรศัพท์มันไม่สะดวกขนาดนั้น ให้คะแนนยากก็ยาก ควรปรับปรุงมากๆค่ะ",99.96,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
216,อาจารย์ใจดีมากค่ะๆสอนดีมากเข้าใจ,95.24,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
217,อาจารย์ใจดี,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
218,"อยากให้อาจารย์นำเสนอการสอนที่สามารถเข้าใจง่ายและนำไปใช้ในชีวิตจริงได้มากกว่านี้ ให้นักศึกษารู้ว่าสามารถเอาไปใช้กับงานในอนาคตได้ยังไง เละเกี่ยวข้องกับงานของเรายังไงอยากให้อาจารย์เตรียมการสอนที่พร้อมกว่านี้ค่ะ",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
219,อาจารย์น่ารักมากๆสอนเข้าใจง่ายมีงานกลุ่มให้ทำกับเพื่อนตลอด,88.89,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
220,ขอบคุณที่คอยให้คำแนะนำในหลายๆเรื่องครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
221,ส่งงานย้อนหลังไม่ได้ค่ะ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
222,อ.มีการสอนแบบรวบรัดเนื้อหาเข้าใจได้ง่ายโดยภาพรวมถือเป็นที่น่าประทับใจ,96,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
223,"อาจารย์ทำการสอนดีเข้าใจง่ายแต่เนื้อหาอาจมีเยอะยากที่จะสรุปไปบ้าง แต่ก็ถูกแทนด้วยความใจดีและให้โอกาสนักศึกษาได้ลองผิดถูกก่อนการวัดปลจริงมีแบบทดสอบต่างๆที่พัฒนาการช่วยจำได้ดีและยังน่าสนใจคับ",99.08,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
224,"เป็นอาจารย์ที่ดีมากครับ  ไม่กดดัน เด็กเลย",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
225,ขอบคุณที่ให้ความช่วยเหลือตลอด,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
226,อาจารย์คอยช่วยเหลือและให้คำแนะนำดีมากครับ,80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
227,"อาจารย์สอนเก่งมาก ๆ ให้ความช่วยเหลือดี",94.74,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
228,สอนดีแล้วครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
229,สอนทีเหมือนอาจารย์กำลังแร็ปเหมือนไม่ได้มาเรียนเหมือนมาดูเดอะแร็ปเปอร์แต่อาจารย์ก้สอนดีค่ะอาจารย์ให้โอกาสเสมอ,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
230,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
231,ขอบคุณที่ให้ความช่วยเหลือตลอด,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
232,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
233,อาจารย์สอนดีครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
234,"อาจารย์สอนดีมากๆเลยค่ะ พอไม่เข้าใจก็จะย้ำจนกว่าจะจำได้",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
235,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
236,เมตตาหนูหน่อยนะคะ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
237,"ไม่ควรใช้การสุ่ม นักศึกษาจหัวใจวายเอาครับ",66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
238,ดีมากชอบมากประทับใจในอาจารย์ผูเสอน,97.83,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
239,ดีดีดีดี,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
240,"แรกๆงง หลังๆตื่นเต้่นครับ",66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
241,สนุกมากครับวิชานี้,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
242,"สอนเข้าใจค่ะ เรียนสนุกดี อยากเรียนกับอาจารย์ทุกเทอม  เทอมหน้าไม่มีเรียนกับอาจารย์แล้ว งื้อๆ TT",85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
243,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
244,ขอบคุณครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
245,อธิบายเนื้อหาเข้าใจง่ายมากค่ะ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
246,"อาจารย์สอนเก่งมากค้าบบบ นศ เลย อยากตั้งใจเรียนไปด้วย",85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
247,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
248,สอนเข้าเเละค่อยเป็นค่อยไป,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
249,ดีย์,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
250,"อาจารย์น่ารักมากๆค่า เป็นกันเองสุดๆมีอะไรไม่เข้าใจหรือทำไม่ได้ก็แค่ถาม อาจารย์ก็จะมาในทันใดจะไปยืนเคียงข้างเธอ เป็นคาบเรียนที่หนูเอ็นจอยมากๆค่า",84.21,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
251,ดีคับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
252,ขอบคุณ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
253,"อยากให้อาจารย์เเก้ไขในส่วนของการสอนเเละการอธิบาย เพราะ การสอนที่ผ่านมานั้นไม่ค่อยจะดีสักนักไม่ค่อยมีการสอนเเบบปฎิบัติให้นักศึกษาได้ทำความเข้าใจกับวิชาเเต่ในด้านของทฤษฎีดูโอเคเเล้วไม่มีปัญหาเเต่การอธิบายดูที่จะไม่ค่อยครอบคลุมมากนัก อยากให้อาจารย์ปรับปรุงในส่วนนี้ด้วย ขอบคุณครับ",72.73,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
254,"ชอบการสอนของอาจารย์มากค่ะ มีให้ตอบคำถามทำให้เข้าใจได้ง่ายมากขึ้นและสนุกขึ้นค่ะ",96,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
255,"ตรรกะการสอนของอาจารย์ และ วิธีการสอนของอาจารย์ค่อนข้างดีเลย แต่หนูขอฝากบางอย่างไว้นิดนึงในบางทีการที่เด็กเรียนกับอ.คนนั้นคนนี้มาแล้วก็ไม่ได้ความว่าเด็กจะเข้าใจที่อ.คนนั้นนี่สอน เหมือนกับวิชาเอง บางทีหนูอยากให้อาจารย์ลองมองภาพรวมของเด็กบ้างว่า1ใน10มีคนทำวิชาอาจารย์ได้ดีมากแค่ไหนแล้วอยากให้อาจารย์ลองมองย้อนกลับมาดูการสอนของตัวเองสักนิดว่าถ้าเด็ก30กว่าคนมีเข้าใจอยู่10กว่า แบ้ว20กว่าคนที่ไม่เข้าใจอาจารย์จะปบ่อยไปเลยหรือ ที่เหงืออีก20คนมันต้องทีสัก10คนที่พยายามตั้งใจ แต่ก็ไม่เข้าใจอยู่ดี หนูอยากให้อาจารย์ลองปรับเปลี่ยนหรือหาวิธีการสอนเพื่อให้เด็กจำแค่สอบผ่าน แต่ว่าให้เด็ก จำสอบผ่านแบะเข้าใจจริงๆ หนูไม่รู้การประเมินตรงนี้อาจารย์จะได้อ่านมั้ยหรือมีผลต่อคะแนนหรือเปล่า แต่คือความคิดเห็นส่วนตัวหนูค่ะ",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
256,การสอนดีมากครับเช็กนศ.ได้ดีเลยว่ารู้เรื่องที่เรียนจริงไหม,90.91,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
257,"ไม่ชอบเรียนระบบถามตอบได้คะแนน มันกดดันเกินไป",95.24,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
258,ขอช่วยลดความตึงเครียดในการสอนและการให้คะแนนนักศึกษาหน่อยครับเพราะบางนักศึกษาก็ไม่สามารถตอบคำถามแล้วได้คะแนนครับควรมีคะแนนที่ช่วยนักศึกษาหน่อยครับเช่นการทำการบ้านหรืออื่นๆก็ตามครับ,85.71,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
259,"ผมชอบที่น.ศ.สามารถเลือกการเก็บคะเเนนได้ เเต่อยากให้เพิ่มตัวเลือกสำหรับคะแนนถามตอบที่นอกเหนือจากการสอบ เพราะการถามตอบอาจทำให้น.ศ.บางส่วนรู้สึกเครียดเเละกดดันซึ่งส่งผลต่อการเรียนรู้ โดยส่วนตัวผมมองว่าอาจารย์สอนได้ดีเเละมีการออกเเบบ รูปเเบบการเก็บคะเเนนที่ดีครับ
 ขอบคุณครับ",90,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
260,สอนไม่เข้าใจ,75,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
261,ออกข้อสอบยากไปครับ,75,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
262,"ขอบคุณที่สอนวิชาโหดขนาดนี้ ผ่านร้อนผ่านหนาวมาได้ด้วยประสบการณ์ทะเลาะกันในกลุ่มจนเกือบแตกหัก555 แต่รวมสนุกมากคับเป็นวิชาที่ทำให้ตัวเองรู้สึกมีประโยชน์กับเพื่อนๆและเก่งนะเนี่ยเรา",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
263,"ขอบคุณที่สอนวิชาโหดขนาดนี้ ผ่านร้อนผ่านหนาวมาได้ด้วยประสบการณ์ทะเลาะกันในกลุ่มจนเกือบแตกหัก555 แต่รวมสนุกมากคับเป็นวิชาที่ทำให้ตัวเองรู้สึกมีประโยชน์กับเพื่อนๆและเก่งนะเนี่ยเรา",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
264,อาจารย์สอนดีมากค่ะ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
265,ดีคับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
266,สนุกมากครับ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
267,"ช่วยสอนให้ช้าลงหน่อยค่ะ ตามไม่ทัน",92.31,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
268,"สอนค่อนข้างเร็ว ตามไม่ทัน",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
269,"สอนเร็วมาก ตามไม่ทัน",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
270,"คอมค้างบ่อย ช่วยปรับปรุงและพัฒนาให้คอมพิวเตอร์ดีขึ้นหน่อยครับ",60,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
271,สอนเข้าใจง่าย,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
272,"ควรเปิดโอกาสให้นักศึกษาใช้เทคนิคในการสอนได้หลายรูปแบบ ไม่ควรมีเทคนิคตายตัวในสถานที่ทำงานจริง ลำบาก",75,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
273,"ทำให้เข้าใจขั้นตอนการพัฒนาสื่อมัลติมีเดียมากขึ้น ลึกขึ้น",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
274,"เข้าใจระบบการทำงานของมัลติมีเดีย ในโปรแกรมต่างๆมากขึ้นครับ",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
275,"คอมช้าไปหน่อยครับ ตอนทำโมเดล 3D ค้างบ่อยมาก",80,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
276,"คอม Ram น้อยไม่พอกับโปรแกรม อาจารย์สอนเร็วมากกกกกกกๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ ตามไม่ทัน",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
277,"อาจารย์สอนไว พูดไว ไปไวเกินไป ควรที่จะอธิบายช้าลงและทำตามพร้อม ๆ กัน",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
278,"เครื่อง PC ไม่พร้อมต่อการเรียนการสอน ช้า ค้าง",94.12,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
279,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
280,"อาจารย์ค่อนข้างสอนไว ตามไม่ทัน แต่ยังพอทำได้บ้างค่ะ",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
281,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
282,คอมแย่มากครับเรียนตามไม่ทันค้างตลอด,96,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
283,"สอนเร็วมาก  คอมก็ช้ามาก",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
284,ห้องคอมพิวเตอร์ช้าและค้างบ่อย,88.89,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
285,"อยากให้เข้าถึงกับศึกษาทุกคน สามารถปรึกษาได้ตลอดเวลา",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
286,อาจารย์สอนช้าๆบ้างนะครับ,66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
287,อาจารย์สอนดีมากค่ะ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
288,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
289,สอนตรงดีครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
290,"เร็วไปนิดนะครับ ผมตามไม่ทัน 555",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
291,อาจารย์เป็นคนที่มีสกิลในการเขียนเทพมากคร้า,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
292,"อาจาร์ยสอนดีมาก แต่สอนเร็วไปหน่อย แต่ไปถามนอกรอบอาจาร์ยก็อธิบายได้เข้าใจ",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
293,อาจารย์สอนเร็วไปจนตามไม่ค่อยทันครับ,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
294,"อาจารย์สอนไปไวมากตามไม่ทันเลยครับ
อยากให้อาจารย์สอนช้าลง
เพราะบ้างคนยังไม่เคยเรียนมาแล้วทำให้ตามไม่ทันบวกกับอาจารย์สอนไวอีกจบเลย",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
295,ช่วยอธิบายเนื้อหาอย่างละเอียดให้เเก่นักศึกษารู้ถึงที่มาเกี่ยวกับเนื้อหานั้นๆ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
296,"อาจารย์สอนดีมากครับบ คอยถามเสมอว่ามีใครไม่เข้าใจตรงไหนบ้างแล้วอาจารย์จะทบทวนให้",62.5,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
297,อาจารย์สอนไวมากเลยคะ,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
298,อาจารย์สอนเร็วไปนะครับอยากให้ช้าลงหน่อยเด็กๆตามไม่ค่อยทันครับ,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
299,"อาจารย์สอนเร็วตามไม่ทัน อยากให้อาจารย์สอนช้าลงหน่อยครับ",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
300,"อาจารย์สอนไปไวมากตามไม่ทันเลยครับ
อยากให้อาจารย์สอนช้าลง
เพราะบ้างคนยังไม่เคยเรียนมาแล้วทำให้ตามไม่ทันบวกกับอาจารย์สอนไวอีกจบเลย",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
301,อ่านลายมืออาจารย์ไม่ค่อยออกครับ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
302,"สอนช้าๆ เขียนตัวใหญ่ๆ หลังห้องมองไม่ค่อยเห็นครับ",66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
303,สอนเร็วเกินไปนศ.บางคนไม่มีพื้นฐานจึกทำความเขาใจได้ยาก,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
304,"โปรเจคเตอร์ภาพไม่ชัดเลยครับ เเอร์ร้อนมากๆ",75,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
305,อยากให้สอนช้ากว่านี้หน่อยครับเหมือนฟังแรปเลยครับตอนเรียน,80,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
306,"อาจารย์สอนดี แต่ผมอยากให้ปรับปรุงลายมือสักนิด. ผมมึนไปหมดแล้ว",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
307,อาจารย์สอนเร็วเกินไป,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
308,งานเยอะ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
309,งานเยอะไปหน่อยค่ะ55555555,66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
310,เรียนสนุกมากครับอาจารย์อารมณ์ดีเป็นมิตรกัยนักศึกษาครับ,88.89,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
