id,comment,score,polarity,created_at,updated_at
114,"ลายมือมีความอ่านยากครับ ขออ่านง่ายกว่านี้อีกนิดนึง",60,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
115,"บันทึกสไลด์หลังจากการสอนเสร็จด้วยครับ ขอบคุณครับ",75,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
116,ปานกลาง,0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
117,อยากให้อาจารย์สนใจในการตรวจการบ้านหน่อยคับแล้วอยากได้ช่องทางการติดต่ออาจารย์ด้วยคับ,85.71,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
118,"ไม่บอกแนวข้อสอบ เนื้อหาไม่เข้าใจ เหมือนอ่านให้ฟัง ผมไม่นับว่าเป็นการสอน เป็นการเล่าสู่กันฟัง",75,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
119,"อาจารย์?ใจดีเป็นกันเอง สอนเข้าใจง่าย",88.89,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
120,"ควรแจ้งอะไรล่วงหน้ามากกว่านี้ ไม่ใช่เรียน8โมง แจ้งยกคลาสตอน7โมง นักศึกษาบางคนตื่นแต่เช้าเพื่อเดินทางมามหาวิทยาลัยแต่ต้องกลับไปบ้านเพราะอาจารย์ยกคลาส",0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
121,อาจารย์สอนสนุกมากครับ,66.67,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
122,ควรบอกแนวข้อสอบนักศึกษาค่ะ,0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
123,"อาจารย์สอนดีมากครับ ได้รับความรู้ใหม่และเทคนิคต่างๆสามารถนำมาปรับใช้ในการประกอบอาชีพและโครงานได้เยอะเลยครับ",90.91,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
124,ควรบอกแนวข้อสอบนักศึกษาค่ะ,0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
125,"อยากให้อาจารย์ แปลอังกฤษให้ด้วยค่ะ บางทีมัน งงๆ",66.67,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
126,ดีมากครับ,83.33,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
127,"อาจารย์สอนเก่งมากค้าบบบ นศ เลย อยากตั้งใจเรียนไปด้วย",85.71,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
128,"อยากให้อาจารย์เตรียมการสอน และทำสไลด์ให้ดูเข้าใจง่ายกว่านี้คะ หนูรู้สึกว่าอาจารย์สอนแล้วรู้สึกไม่มั่นใจในคำตอบเลยทำให้ตอนเรียนหนูไม่ค่อยเข้าใจว่าทำแบบนี้ถูกไหม คำตอบถูกหรือยังคะ และหนูก็คิดว่าสิ่งที่อาจารย์สอนมันดูเข้าใจง่ายก็จริงแต่ตอนอธิบายมันทำให้หนูรู้สึกขัดแย้งนิดนึงคะ อยากให้อาจารย์ปรับเรื่องนี้ด้วยคะ ขอบคุณค่ะ :):):):):):):):):):):):):):):):):):)",100,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
129,"อาจารย์บางทีเตรียมพร้อมเนื้อหามาสอนยังไม่ค่อยดี ทำให้นักศึกษาไม่ค่อยเข้าใจ และเรื่องเวลาอาจารเข้าสอนช้าบ่อย แต่อาจารย์เอาใจใส่เด็กมากๆ ใจดี และให้คำปรึกษาดี เข้ากับเด็กง่าย. เป็นกันเอง",66.67,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
130,ปานกลาง,0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
